topic	initial_request	binary_label	user_information_need
Nature	Is reforestation good?	1	Looking for information about reforestation but lack specific intent.
Nature	Where is water?	1	Seeking information about water but intent is unclear.
Nature	What happens to animals?	1	Looking for effects of deforestation but vague on what kind.
Nature	What about the people?	1	Looking for information about conservation but vague on what kind.
Networking	How do I troubleshoot a slow network connection?	0	Resolve connectivity issues with the network.
Networking	What are the key steps to set up a Wi-Fi network?	0	Learn how to create a home network.
Networking	What is the process for setting up a network router?	0	Learn how to configure a network router.
Networking	How do I secure my home network from hacking?	0	Protect my home network from potential threats.
Networking	What are the benefits of using a VPN on a public network?	0	Understand the advantages of VPN usage.
Networking	Can you connect the Wi-Fi?	1	Want to connect to Wi-Fi but the intent is unclear.
Networking	What do people use on the internet?	1	Seeking general information about the internet, but it's not specific.
Networking	What's a network?	1	Looking for basic information about networks.
Networking	Is my connection slow?	1	Questioning the speed of their connection, but not clear.
Networking	Do I need a router?	1	Seeking information about network equipment, but it's unclear what's needed.
Nutrition	What are the recommended daily intake of vitamins for adults?	0	Learn about daily vitamin intake.
Nutrition	What are the benefits of intermittent fasting?	0	Understand the benefits of intermittent fasting.
Nutrition	How does a plant-based diet affect cholesterol levels?	0	Learn about the impact of a plant-based diet on cholesterol.
Nutrition	What nutrients are essential for muscle growth?	0	Learn about nutrients necessary for muscle growth.
Nutrition	How does a low-carb diet affect blood sugar levels?	0	Understand the impact of low-carb diet on blood sugar.
Nutrition	What should I eat for muscle?	1	Seeking information about nutrition for muscle growth but intent is unclear.
Nutrition	What is a plant-based diet?	1	Seeking general information about a diet but intent is unclear.
Nutrition	What do I need to eat?	1	Seeking general information about nutrition but intent is unclear.
Nutrition	Can I just eat whatever I want?	1	Looking for information on eating habits but not specific.
Nutrition	What is a good diet?	1	Looking for a general recommendation but it's too vague.
Office	How do I reserve a meeting room in the office?	0	Find instructions on booking a meeting room.
Office	How do I access employee benefits in the office?	0	Understand the process for accessing employee benefits.
Office	What are the office's security protocols?	0	Learn about the office's safety measures.
Office	What is the dress code in the office?	0	Learn about workplace attire requirements.
Office	What are the office's working hours?	0	Know the office's operational schedule.
Office	What's the office vibe?	1	Seeking a general sense of the office atmosphere.
Office	Is there an office in the building?	1	Asking about the presence of an office, but unclear if asking for the office as a room or a workplace.
Office	What does office mean to you?	1	"Seeking a personal interpretation of the word ""office""."
Office	What do you mean by office?	1	"Need clarification on what is meant by ""office""."
Office	What's the office like?	1	Seeking information about the office, but intent is unclear.
Organization	What are the steps involved in creating an organizational chart?	0	Understand the process of creating an organizational chart.
Organization	What are some common organizational tools used in business?	0	Learn about commonly used organizational tools.
Organization	What are the key components of an effective organizational structure?	0	Learn about essential elements of an organizational structure.
Organization	How do you implement a new organizational system in a company?	0	Learn about the process of implementing an organizational system.
Organization	What are the benefits of having a well-organized workspace?	0	Understand the advantages of a well-organized workspace.
Organization	How do you make one?	1	Seeking information on creating an organizational chart but unclear.
Organization	What helps with organization?	1	Seeking information on tools but vague.
Organization	What do you get from being organized?	1	Seeking information on the benefits of organization but unclear.
Organization	What should I consider?	1	Looking for information on organizational structure but vague.
Organization	Can we change our system?	1	Looking to change the organizational system, but unclear on how.
Parenting	What are the recommended nutrition guidelines for toddlers?	0	Find out about healthy eating habits for toddlers.
Parenting	How do I support my child's emotional development during childhood?	0	Understand strategies for supporting child emotional growth.
Parenting	What are some strategies for teaching my child to communicate effectively?	0	Learn about teaching child communication skills.
Parenting	How can I create a safe sleep environment for my infant?	0	Understand safe sleep practices for infants.
Parenting	What are some effective ways to encourage good hygiene in young children?	0	Learn about hygiene practices for kids.
Parenting	How can I help my child?	1	Looking for ways to help but not mentioning specific area of concern.
Parenting	What's the best way to discipline my child?	1	Looking for advice on child discipline.
Parenting	How can I be a good parent?	1	Looking for general advice on parenting.
Parenting	How do I take care of my baby?	1	Seeking general information about baby care.
Parenting	How can I feed my child?	1	Seeking general information about child feeding.
Pets	What are the nutritional needs of a typical cat?	0	Understand cat dietary requirements.
Pets	What vaccinations does a puppy need?	0	Learn about vaccinations for puppies.
Pets	How often should I bathe my kitten?	0	Learn about bathing needs for kittens.
Pets	What is the average lifespan of a dog?	0	Find out about the typical lifespan of dogs.
Pets	What are the different breeds of cats?	0	List of cat breeds.
Pets	What do pets do?	1	Seeking general information about pets without specifying what you want to know.
Pets	Can you help me with my pet?	1	Looking for help but too vague about what kind of help.
Pets	I have a pet and it's sick	1	Expressing concern about a pet but no specific question asked.
Pets	I need information about my pet	1	General inquiry about a pet but intent is unclear.
Pets	Can you tell me about pets?	1	Looking for information about pets but too vague.
Photography	What is the rule of thirds in photography?	0	Understand photography composition rules.
Photography	How to take a clear low-light photo?	0	Learn techniques for capturing clear low-light photos.
Photography	What is the best way to back up my photos?	0	Find a method for securely backing up photos.
Photography	How to edit a photo in Lightroom?	0	Learn specific photo editing skills in Lightroom.
Photography	What is the difference between JPEG and RAW files?	0	Understand differences in image file types.
Photography	Can you teach me about photography rules?	1	Looking for photography knowledge but intent is unclear.
Photography	How do I create a portfolio?	1	Looking for general portfolio-building information but intent is unclear.
Photography	What lens should I get?	1	Seeking camera equipment recommendations but intent is unclear.
Photography	How do I take a good photo in the dark?	1	Looking for photography tips but intent is unclear.
Photography	How do I keep my pictures safe?	1	Looking for information on data storage and protection.
Podcasts	What are popular podcast niches for beginners?	0	Learn about popular podcast niches for new podcasters.
Podcasts	What are the different types of podcast formats?	0	Learn about various podcast formats.
Podcasts	How do I record and edit a podcast?	0	Find out about the technical aspects of podcasting.
Podcasts	How do I monetize a podcast?	0	Find out about making money from podcasting.
Podcasts	What are the benefits of starting a podcast?	0	Understand advantages of podcasting.
Podcasts	What do you do with a podcast?	1	Looking for the purpose of a podcast but not specific.
Podcasts	Starting a podcast	1	Seeking information about starting a podcast but intent is unclear.
Podcasts	Can you give me some ideas?	1	Looking for ideas about podcasts but not specific.
Podcasts	I want to make a podcast	1	Looking for ways to create a podcast but not specifying what.
Podcasts	Do podcasts still matter?	1	Looking for the relevance of podcasts but not specific to podcasting.
Politics	What are the main differences between major political parties?	0	Learn about distinctions between parties.
Politics	How do governments handle economic crises?	0	Understand government responses to economic crises.
Politics	How do elections affect the political landscape?	0	Understand impact of elections on politics.
Politics	Who are the current heads of state in major countries?	0	Find out about leaders of major countries.
Politics	What are the effects of political corruption on society?	0	Learn about the impact of corruption.
Politics	What is the difference?	1	Want to know about differences, but it's not clear what is being referred to.
Politics	Who runs countries?	1	Want to know about people in power, but it's not specific to major countries.
Politics	What is wrong with politics?	1	Looking for information about problems in politics, but it's not specific.
Politics	What about elections?	1	Looking for information about elections, but it's not clear what's being asked.
Politics	What is the government doing?	1	Seeking information about the government but intent is unclear.
Protection	What are the differences between a will and a living trust?	0	Learn about legal documents for asset protection.
Protection	How can I secure my home from potential break-ins?	0	Know the best practices for home security.
Protection	How can I safeguard my personal data online?	0	Understand methods for online data protection.
Protection	What is the process of applying for a restraining order?	0	Learn about restraining order application process.
Protection	What are the legal rights of a victim in a domestic violence case?	0	Learn about victim rights in domestic violence cases.
Protection	I need to protect something	1	Seeking general information on protection but intent is unclear.
Protection	What about safety?	1	Want to know about safety but intent is unclear.
Protection	I'm concerned about my privacy	1	Seeking general information on privacy but intent is unclear.
Protection	I need to protect my assets	1	Seeking general information on asset protection but intent is unclear.
Protection	I want protection from something	1	Looking for protection from something but it's unclear what.
Recycling	How does recycling paper affect the environment?	0	Learn about the impact of recycling paper on the environment.
Recycling	What are the benefits of recycling glass?	0	Understand the advantages of recycling glass.
Recycling	How does recycling conserve natural resources?	0	Understand how recycling helps conserve natural resources.
Recycling	What are the steps to properly recycle electronics?	0	Learn about the process of recycling electronics.
Recycling	What materials can be recycled in my area?	0	Find out about recyclable materials in a specific area.
Recycling	What can I recycle?	1	Looking for a list of recyclable materials but it's too general.
Recycling	What's recycling all about?	1	Seeking information about recycling but intent is unclear.
Recycling	Is recycling important?	1	Want to know about the significance of recycling but it's not specific.
Recycling	Can I recycle everything?	1	Looking for a general answer about recycling but it's too broad.
Recycling	What's the point of recycling?	1	Seeking a general understanding of recycling's purpose.
Relationships	How do I choose the right partner?	0	Understand factors to consider when selecting a romantic partner.
Relationships	How do I maintain a long-distance relationship?	0	Understand challenges and strategies for long-distance relationships.
Relationships	What are the benefits of being in a relationship?	0	Learn the advantages of being in a romantic partnership.
Relationships	How can I improve my communication with my partner?	0	Learn strategies for effective partner communication.
Relationships	How do I build a healthy relationship?	0	Understand the steps to forming a healthy relationship.
Relationships	What is love?	1	Seeking a definition of love, but the intent is unclear.
Relationships	What's a relationship?	1	"Seek general understanding of the term ""relationship."""
Relationships	What is a relationship all about?	1	Seeking general information about relationships, but intent is unclear.
Relationships	Do you think relationships are hard?	1	Expressing opinion or personal feelings about relationships, rather than seeking information.
Relationships	What's a relationship like?	1	Looking for general information about relationships, but intent is unclear.
Remote	How to configure remote desktop connection?	0	Instructions on setting up remote desktop connection.
Remote	How to use a VPN for remote work securely?	0	Advice on using VPN for secure remote access.
Remote	What is the best remote work software for my team?	0	Recommendations for remote work software.
Remote	What is the process for remote job applications?	0	Information on applying for remote jobs.
Remote	What are the benefits of remote work for employees?	0	Information on employee benefits of remote work.
Remote	What is remote access?	1	Looking for a general description of remote access.
Remote	What is the definition of remote work?	1	Looking for a definition of remote work but it's broad.
Remote	How does remote work affect productivity?	1	Want to know the impact of remote work but it's vague.
Remote	Can I find remote jobs?	1	Seeking job opportunities but not specifying remote.
Remote	Can you help me with remote work?	1	Seeking general assistance with remote work.
Safety	How do I stay safe during severe weather conditions?	0	Learn about staying safe during severe weather.
Safety	What are the guidelines for safely lifting heavy objects at work?	0	Learn about workplace safety.
Safety	What are the recommended fire extinguisher types for different fires?	0	Understand fire extinguisher types.
Safety	What are the first aid procedures for treating severe cuts?	0	Learn about treating severe cuts.
Safety	What are the basic life support techniques in CPR?	0	Understand life support techniques.
Safety	My kitchen is burning down	1	Seeking help but it's an emergency.
Safety	There's a fire somewhere	1	Incident occurred, but details are unclear.
Safety	What is CPR	1	Seeking information about CPR but lack clarity.
Safety	What about the weather?	1	Seeking general weather information but lack specifics.
Safety	I got in a car accident	1	Incident occurred, but details are unclear.
Skills	How can I develop my communication skills?	0	Improve communication skills for personal or professional use.
Skills	What are the essential skills for a data scientist?	0	Learn necessary skills for data science.
Skills	How do I learn new skills online?	0	Find online resources for learning new skills.
Skills	How do I improve my time management skills?	0	Learn strategies for better time management.
Skills	What are the key skills for a software developer?	0	Identify essential skills for software development.
Skills	What are needed?	1	Seeking necessary skills but no context or clarity.
Skills	What can I improve?	1	Seeking self-improvement but not specific area.
Skills	Can I improve my skills?	1	Seeking to improve, but specific area is unclear.
Skills	What skills are good?	1	Looking for desirable skills but no context.
Skills	Can I learn online?	1	Looking for online opportunities but no specific skill or context.
Social	What are the social implications of online harassment?	0	Find out about the social consequences of online harassment.
Social	What are the benefits of social media marketing for e-commerce?	0	Learn about advantages of social media marketing for e-commerce.
Social	How does social media impact social relationships?	0	Learn about the effects of social media on personal relationships.
Social	What are the benefits of social media for small businesses?	0	Understand advantages of social media for small businesses.
Social	How does social media affect mental health in adolescents?	0	Understand the impact of social media on adolescents' mental health.
Social	Does social media make things different?	1	Looking for effects of social media but vague on what kind.
Social	How can one connect with others?	1	Looking for ways to connect with others but vague on the medium.
Social	How can people deal with technology?	1	Looking for ways to deal with technology but not mentioning social specifically.
Social	What about social media?	1	Seeking information about social media but intent is unclear.
Social	What is being done about online issues?	1	Want to know about actions related to online issues, but not specific to social.
Sustainability	How does sustainable agriculture benefit the environment?	0	Understand the environmental impact of sustainable agriculture.
Sustainability	How do companies implement sustainable supply chain management?	0	Understand sustainable supply chain practices in companies.
Sustainability	How do governments promote sustainable development?	0	Understand government initiatives for sustainable development.
Sustainability	What are the benefits of recycling programs for communities?	0	Learn about the advantages of community recycling programs.
Sustainability	What are sustainable transportation options for reducing carbon emissions?	0	Find alternatives to reduce carbon emissions from transportation.
Sustainability	What are they doing?	1	Seeking information on what governments are doing, but it's not specific to sustainability.
Sustainability	Can you tell me about sustainability?	1	Seeking information on sustainability, but the intent is unclear.
Sustainability	What about sustainable living?	1	Looking for information about sustainable practices but it's not specific.
Sustainability	How do companies run things?	1	Seeking information on company operations, but it's not specific to sustainability.
Sustainability	Are plastics bad for the environment?	1	Want to know if plastics are bad, but it's not specific to ecosystems.
Technology	How does artificial intelligence (AI) apply to healthcare?	0	Understand how AI is used in healthcare.
Technology	What is the average lifespan of a smartphone battery?	0	Know the typical battery lifespan of a smartphone.
Technology	What are the benefits of using a password manager?	0	Learn about the advantages of using a password manager.
Technology	How does a 5G network work?	0	Learn about the functionality of a 5G network.
Technology	What are the necessary steps to set up a home network?	0	Learn about setting up a home network.
Technology	Can I run Windows?	1	Seeking to run an operating system but unclear on specifics.
Technology	Can I set up a network?	1	Seeking to set up a network but unclear on specifics.
Technology	Is a password good to use?	1	Seeking information about password security but intent is unclear.
Technology	What's the point of 5G?	1	Looking for information on 5G but intent is vague.
Technology	Is battery life good?	1	Seeking information about smartphone battery life but intent is unclear.
Theater	What is the role of lighting in theater?	0	Learn about the technical aspects of theater production.
Theater	What are the most significant theater awards?	0	Learn about prestigious theater awards.
Theater	How do theater productions get funded?	0	Understand the financial aspects of theater production.
Theater	What are the most influential theater movements?	0	Understand significant theatrical movements and their impact.
Theater	How do actors prepare for a role?	0	Learn about the process of acting in theater.
Theater	What's theater about?	1	Seeking general information about theater, but intent is unclear.
Theater	What is involved in theater?	1	Seeking general knowledge about theater, but not specific.
Theater	How do they make money in theater?	1	Looking for information on theater finance, but not specific.
Theater	Is there a major theater movement?	1	Want to know about significant theater movements, but it's not specific.
Theater	Are there any awards for theater?	1	Want to know about recognition in theater, but it's not specific.
Traditions	What is the significance of giving wedding gifts during weddings?	0	Learn about the meaning of wedding gifts.
Traditions	What are some examples of family traditions?	0	Find examples of family customs.
Traditions	What are the origins of traditional wedding vows?	0	Understand the history of wedding vows.
Traditions	How do cultural traditions impact identity?	0	Understand the effect of traditions on personal identity.
Traditions	Do you have any tradition advice?	1	Looking for guidance on creating family traditions.
Traditions	What is cultural heritage?	1	Seeking general information about culture.
Traditions	What are traditions?	1	Looking for general information about traditions.
Traditions	What is the usual custom?	1	Want to know common practices, but it's too vague.
Traditions	What are some examples of family traditions?	0	Find examples of family customs.
Traditions	What is the significance of giving wedding gifts during weddings?	0	Learn about the meaning of wedding gifts.
Transportation	What is the most fuel-efficient car for a road trip?	0	Learn about fuel-efficient cars for road trips.
Transportation	What are the best bike routes in the city?	0	Plan a bike route through the city.
Transportation	What is the fastest way to travel from New York to Los Angeles?	0	Find the quickest transportation option from New York to Los Angeles.
Transportation	What are the steps to get a driver's license in California?	0	Learn about the driver's license process in California.
Transportation	How much does a one-way train ticket from Paris to Rome cost?	0	Get the price of a one-way train ticket from Paris to Rome.
Transportation	Do trains have prices?	1	Seeking information about prices for trains, but it's not specific.
Transportation	What is transportation like?	1	Looking for a general description of transportation, but it's unclear what aspect.
Transportation	Can I buy a car?	1	Looking to make a purchase but it's not specific to a car or fuel efficiency.
Transportation	What do I need?	1	Seeking information about requirements, but it's unclear for what.
Transportation	How do I travel?	1	Seeking general information about traveling.
Workspace	What are the tools for virtual whiteboarding?	0	Find out about tools for virtual whiteboarding.
Workspace	What are the best practices for virtual meetings?	0	Learn about best practices for conducting virtual meetings.
Workspace	What are the features of popular project management software?	0	Learn about the features of project management tools.
Workspace	What are the key features of digital note-taking tools?	0	Learn about features of digital note-taking tools.
Workspace	What are the tools and software available for remote collaboration?	0	Find the tools for remote collaboration.
Workspace	How can I improve communication with my colleagues?	1	Looking for ways to improve communication but not specific about the medium.
Workspace	What's the best setup for productivity?	1	Seeking advice on setting up a productive workspace but not clear what they need.
Workspace	What is the best way to interact with my team?	1	Seeking information about team interaction, but not clear what they're asking about.
Workspace	Can you make it easier to find things?	1	Looking for a solution to find something but it's unclear what.
Workspace	How can I get more organized?	1	Looking to improve their organization but intent is vague.
Writing	How do I write a compelling narrative?	0	Learn techniques for writing engaging stories.
Writing	What is the best way to develop a writing style?	0	Improve writing skills.
Writing	What are the key elements of effective writing?	0	Understand fundamental principles of writing.
Writing	How do I organize a well-structured essay?	0	Learn techniques for organizing essays.
Writing	What are the benefits of writing regularly?	0	Understand advantages of consistent writing.
Writing	Tell me about writing	1	Seeking general information about writing.
Writing	Can writing be beneficial	1	Seeking potential benefits of writing but not clear.
Writing	I want to be a better writer	1	Seeking improvement in writing skills but not clear on how.
Writing	What is writing about	1	Seeking general information about writing, but it's vague.
Writing	Can you give me writing tips?	1	Seeking general writing advice, but not specific about what.
activism	What are some effective ways to raise awareness about human rights violations?	0	Understand methods for raising awareness about human rights.
activism	What are ways to support social justice movements?	0	Understand methods for supporting social justice movements.
activism	How do I start a petition to bring awareness to social justice issues?	0	Learn about starting a petition.
activism	How do I participate in a protest to advocate for environmental causes?	0	Learn about participating in environmental protests.
activism	How do I organize a charity event to raise funds for a good cause?	0	Learn about organizing charity events.
activism	Can I help somehow?	1	Looking for ways to support social justice movements, but not clear on how.
activism	What is the purpose of protesting?	1	Seeking information about protesting, but intent is unclear.
activism	What kind of events can I host?	1	Seeking information about hosting events, but intent is unclear.
activism	What can I do?	1	Seeking information about activism, but intent is unclear.
activism	How do I make a difference?	1	Seeking information about making a difference, but unclear on what kind.
appointments	Find out when the office is open on Saturday.	0	Check the operating hours of an establishment.
appointments	Schedule a meeting for the conference room on Monday at 2 PM.	0	Book a meeting at a specific time and location.
appointments	Find out if John is available for a meeting on Tuesday at 10 AM.	0	Check availability of a specific person at a specific time.
appointments	Make an appointment with Dr. Smith for a physical exam.	0	Book a medical appointment with a specific doctor.
appointments	Confirm the appointment time for the meeting on Friday.	0	Verify the details of a scheduled appointment.
appointments	Make an appointment.	1	Request an appointment, but details are unclear.
appointments	Is John available?	1	Inquire about someone's availability, but no details are provided.
appointments	Confirm.	1	Want to confirm an event, but the specific event is unclear.
appointments	Reschedule.	1	Want to change an appointment, but no specifics are given.
appointments	Schedule something.	1	Need to schedule an event, but specifics are unknown.
bureaucracy	What are the rules and regulations for government agencies?	0	Find out about bureaucratic rules and regulations.
bureaucracy	How do I navigate the structure of a large bureaucracy?	0	Understand organizational layout of bureaucracy.
bureaucracy	How do I fill out a government form?	0	Learn about the process of filling out government forms.
bureaucracy	What are the steps to follow for a bureaucratic process?	0	Understand the process for a specific bureaucratic task.
bureaucracy	What is the difference between an agency and a department?	0	Learn about the distinction between bureaucratic entities.
bureaucracy	Can I get help with forms?	1	Looking for assistance with forms but not specifying bureaucracy.
bureaucracy	What is bureaucracy?	1	Seeking definition of bureaucracy but intent is unclear.
bureaucracy	What do they do?	1	Seeking information about bureaucratic entities but intent is unclear.
bureaucracy	How do things work around here?	1	Seeking information but not specifying what aspect of bureaucracy.
bureaucracy	What is the system like?	1	Want to know about bureaucratic system but not specific.
clothing	How do different cultures influence fashion trends?	0	Understand the impact of cultural influence on fashion.
clothing	What is the role of tailoring in custom clothing?	0	Learn about the art of custom tailoring.
clothing	What materials are commonly used in sustainable fashion?	0	Find out about eco-friendly clothing materials.
clothing	How is athletic wear designed for performance?	0	Understand the science behind athletic clothing design.
clothing	What is the history of denim?	0	Learn about the origin and evolution of denim.
clothing	What influences fashion?	1	Looking for information about fashion influences, but it's not specific.
clothing	What makes clothing sustainable?	1	Seeking information about sustainability in clothing, but intent is vague.
clothing	What about old clothes?	1	Seeking information about clothing, but intent is unclear.
clothing	What's the difference between activewear?	1	Looking for information about activewear, but unclear on specifics.
clothing	What about custom clothes?	1	Seeking information about custom clothing, but intent is unclear.
communication	What are the key elements of effective communication?	0	Understand the fundamentals of successful communication.
communication	What are the benefits of clear communication in business?	0	Learn about the advantages of clear communication in a professional setting.
communication	What is the role of active listening in effective communication?	0	Understand the importance of active listening in successful communication.
communication	How does cross-cultural communication impact global business?	0	Understand the challenges and opportunities of communication across different cultures.
communication	How does nonverbal communication affect relationships?	0	Learn about the impact of nonverbal cues on interpersonal relationships.
communication	How do you write effectively?	1	Seeking advice on writing, but it's too general.
communication	What about communication?	1	Looking for general information about communication, but it's too vague.
communication	Can you help me with my communication skills?	1	Seeking help with communication skills, but the request is too broad.
communication	Can you tell me about communication?	1	Seeking information about communication, but intent is unclear.
communication	How do people communicate differently?	1	Looking for differences in communication, but it's too vague.
commuting	What are the costs and benefits of implementing smart traffic management systems?	0	Learn about costs and benefits of smart traffic management.
commuting	How do bike lanes impact commute routes and traffic flow?	0	Understand impact of bike lanes on traffic flow and routes.
commuting	How do traffic congestion mitigation strategies affect commute times?	0	Learn about effects of traffic congestion mitigation on commute times.
commuting	What are the benefits of public transportation for daily commutes?	0	Learn about benefits of public transportation for daily commutes.
commuting	What is the average daily commute time in major cities?	0	Find specific data about commute times in major cities.
commuting	Is public transportation good?	1	Seeking opinion on public transportation, but not specific.
commuting	What about traffic and commute?	1	Looking for effects of traffic on commute, but it's vague.
commuting	What about commute time?	1	Seeking information about commute time, but intent is unclear.
commuting	How can we make traffic better?	1	Want to improve traffic, but it's not specific.
commuting	How do smart traffic systems work?	1	Seeking information on smart traffic systems, but not specifying the details.
composting	How to maintain a healthy compost pile	0	Understand methods for maintaining a compost pile.
composting	What is the carbon-to-nitrogen ratio in compost	0	Learn about the carbon-to-nitrogen ratio in composting.
composting	How to speed up the composting process	0	Understand methods to accelerate composting.
composting	What are some common composting mistakes to avoid	0	Learn about common mistakes in composting.
composting	How to use compost in gardening	0	Understand ways to use compost in gardening.
composting	Compost garden stuff	1	Seeking information about gardening but not clear about compost use.
composting	Composting things	1	Seeking information about composting but intent is unclear.
composting	What keeps compost alive	1	Seeking information about compost maintenance but vague.
composting	Compost stuff	1	Seeking information about composting but intent is unclear.
composting	What about composting	1	Seeking information about composting but intent is unclear.
credit	What credit cards are best for rebuilding credit?	0	Find suitable credit cards for rebuilding credit.
credit	What are the factors that affect my credit score?	0	Understand components that determine credit score.
credit	Can I get a loan with poor credit?	0	Assess possibilities for getting a loan with poor credit.
credit	How long does it take to build credit from scratch?	0	Learn about building credit from zero.
credit	How can I improve my credit score?	0	Learn strategies to boost credit score.
credit	How long does it take to build credit?	1	Seeking time frame for building credit but unclear on starting point.
credit	Can I get a loan?	1	Want a loan but don't mention credit score directly.
credit	Which credit cards are best?	1	Looking for recommendations but credit card choice is vague.
credit	How do I fix my credit?	1	Want to fix credit but unclear on how.
credit	What affects my credit?	1	Seeking information on what influences credit but intent is unclear.
decluttering	What are the best items to donate when decluttering a house?	0	Identify useful items for donation during decluttering.
decluttering	How do I effectively sort items for decluttering?	0	Learn strategies for organizing decluttering process.
decluttering	What are the most effective decluttering methods for a busy person?	0	Find out about efficient decluttering techniques.
decluttering	How can I avoid procrastinating during decluttering tasks?	0	Understand strategies for overcoming decluttering obstacles.
decluttering	What are the long-term benefits of decluttering?	0	Learn about the advantages of decluttering over time.
decluttering	It's time to clean up, right?	1	Expressing a general feeling, but not directly about decluttering.
decluttering	What's the best way to sort things?	1	Looking for a way to sort, but not clear on the context.
decluttering	I need to clean up my space	1	Expressing a desire for a cleaner space, but unclear on decluttering.
decluttering	Can I just get someone else to do it?	1	Looking for help, but the request is vague.
decluttering	What can I get rid of?	1	Seeking guidance on items to remove from a house.
ergonomics	How does ergonomics impact employee productivity?	0	Understand the relationship between ergonomics and employee productivity.
ergonomics	What are the key principles of ergonomics?	0	Understand the core principles of ergonomics.
ergonomics	What are some common ergonomic mistakes in office furniture?	0	Identify potential ergonomic issues with office furniture.
ergonomics	How does ergonomics apply to workspace design?	0	Learn about the application of ergonomics in workspace design.
ergonomics	What makes a workspace comfortable?	1	Want to know about factors that contribute to a comfortable workspace, but it's vague.
ergonomics	Do ergonomic changes make a difference?	1	Looking for information on the impact of ergonomic changes but intent is unclear.
ergonomics	What about ergonomics?	1	Seeking information about ergonomics but intent is unclear.
ergonomics	What are some things to avoid?	1	Looking for general advice, but it's unclear what it pertains to.
ergonomics	What are some common ergonomic mistakes in office furniture?	0	Identify potential ergonomic issues with office furniture.
ergonomics	How does ergonomics impact employee productivity?	0	Understand the relationship between ergonomics and employee productivity.
feedback	What role does feedback play in employee development?	0	Learn about the importance of feedback in employee growth.
feedback	How do you know if your feedback is effective?	0	Understand how to measure the impact of feedback.
feedback	What are the benefits of regular feedback in a team?	0	Learn about the advantages of regular team feedback.
feedback	What are the common types of feedback in business?	0	Understand different types of feedback in a business setting.
feedback	What are some common mistakes to avoid when asking for feedback?	0	Understand common pitfalls when collecting feedback.
feedback	How do teams work?	1	Seeking information about team dynamics, but it's unclear how feedback fits in.
feedback	What am I doing wrong?	1	Looking for self-improvement but not specifying what area.
feedback	Does anyone see my feedback?	1	Unclear about who sees or uses the feedback provided.
feedback	What do you get when you give feedback?	1	Unclear about what is expected when giving feedback.
feedback	How can I grow?	1	Seeking personal growth, but it's unclear how feedback fits into this goal.
first-aid	What should I do when someone is choking?	0	Know the correct response to someone who is choking.
first-aid	How to properly administer CPR on a person?	0	Learn CPR techniques for a person in cardiac arrest.
first-aid	How to treat a burn from a fire?	0	Understand treatment for burns caused by fire.
first-aid	How to apply a tourniquet correctly?	0	Learn tourniquet application for severe bleeding.
first-aid	How to stop bleeding after a cut?	0	Understand methods to stop bleeding after a cut.
first-aid	What do you do?	1	Emergency situation, need guidance, but intent is unclear.
first-aid	Do something	1	Emergency, need help but not specifying the situation.
first-aid	What if it doesn't stop?	1	Experiencing injury, need help, but not specifying the bleeding.
first-aid	What if it hurts?	1	Painful injury, seeking help, but intent is vague.
first-aid	What should I do if I'm hurt?	1	Need medical help but not specifying the injury.
friendship	What are the benefits of having close friends?	0	Find out about advantages of having close friendships.
friendship	How to maintain long-distance friendships?	0	Learn about strategies for keeping friendships despite distance.
friendship	How do friendships impact mental health?	0	Understand the effects of friendships on mental well-being.
friendship	What are the characteristics of a healthy friendship?	0	Learn about defining features of friendships.
friendship	Does friendship make people happier?	1	Looking for a general benefit of friendship but vague on specifics.
friendship	How to keep in touch with friends?	1	Looking for ways to maintain contact with friends, but unclear on specifics.
friendship	What about friendships?	1	Seeking information about friendships but intent is unclear.
friendship	Can having friends help with life?	1	Want to know if friends are beneficial, but it's not specific.
friendship	How do friendships impact mental health?	0	Understand the effects of friendships on mental well-being.
friendship	What are the benefits of having close friends?	0	Find out about advantages of having close friendships.
health	What are the symptoms of type 2 diabetes?	0	Identify possible symptoms of type 2 diabetes.
health	What are the benefits of regular exercise?	0	Understand advantages of regular physical activity.
health	What are the different types of antibiotics?	0	Identify various types of antibiotics.
health	What is the recommended daily intake of vitamin D?	0	Find out about daily vitamin D intake recommendations.
health	What are the effects of smoking on lung health?	0	Learn about the impact of smoking on lung health.
health	Is vitamin D necessary for me?	1	Seeking information about vitamin D but vague on intake.
health	Is smoking bad?	1	Inquiring about the health effects of smoking but not specifying lung health.
health	What can cure infections?	1	Looking for ways to cure infections but not specifying type of treatment.
health	What's wrong with my health?	1	General concern about health issues.
health	Is exercise good for me?	1	Seeking information about exercise benefits but vague.
housing	What are the average housing prices in the city of New York?	0	Find current housing prices in New York.
housing	What is the typical cost of maintaining a house?	0	Understand the expenses of homeownership.
housing	What are the benefits of renting an apartment versus buying a house?	0	Compare the advantages of renting vs. buying a home.
housing	What is the process to apply for a mortgage?	0	Understand the steps to apply for a mortgage.
housing	How do I find affordable housing in a big city?	0	Learn about affordable housing options in urban areas.
housing	Is there affordable housing?	1	Seeking information about affordable housing but intent is vague.
housing	What costs come with owning a house?	1	Looking for information about owning a house but not specific.
housing	Can I get a mortgage?	1	Seeking to know about obtaining a mortgage.
housing	What are prices?	1	Looking for general information about housing prices.
housing	What about renting?	1	Looking for information about renting but unclear on what.
investments	How do I calculate my investment returns?	0	Learn about investment return calculation.
