topic	initial_request	binary_label	user_information_need
Health	Where can I find a cardiologist in New York City?	0.0	Locate a medical professional
Health	What is the recommended exercise routine for weight loss?	0.0	Fitness and weight management
Health	I feel sick	1.0	General health concern
Health	What vitamins should I take?	1.0	General vitamin inquiry
Health	What happens if you have diabetes?	1.0	General question about diabetes
Health	I need a doctor	1.0	Vague medical assistance request
Health	How do I get in shape?	1.0	General fitness inquiry
Hobbies	How do I start learning to paint with watercolors?	0.0	Beginner's guide to watercolor painting.
Hobbies	What are the best cameras for wildlife photography?	0.0	Seeking camera recommendations for a specific photography niche.
Hobbies	Where can I find local rock climbing gyms?	0.0	Locating facilities for a specific hobby.
Hobbies	What are the benefits of learning to play the guitar?	0.0	Understanding the advantages of a particular hobby.
Hobbies	How much does it cost to get started with woodworking?	0.0	Inquiring about the financial investment in a hobby.
Hobbies	What should I do in my free time?	1.0	General question about leisure activities.
Hobbies	I'm bored, what can I do?	1.0	Vague expression of boredom seeking activity suggestions.
Hobbies	Is there anything fun around here?	1.0	Seeking entertainment options without specifying a hobby.
Hobbies	What's a good hobby to pick up?	1.0	Seeking general hobby recommendations.
Hobbies	What are some things people like?	1.0	Broad question about popular interests, not specific to hobbies.
Housing	What is the median home price in Austin, Texas?	0.0	Determine housing costs in a specific location.
Housing	What are the requirements for a mortgage in California?	0.0	Understand mortgage qualifications in a specific state.
Housing	How much does renters insurance cost?	0.0	Determine the cost of renters insurance.
Housing	Show me houses with a yard near good schools.	0.0	Find houses with specific features and location criteria.
Housing	What are the pros and cons of a 30-year vs. 15-year mortgage?	0.0	Compare different mortgage options.
Housing	Find me houses.	1.0	General housing search with unspecified criteria.
Housing	Can I buy a house?	1.0	Vague inquiry about homeownership feasibility.
Housing	What insurance do I need?	1.0	Unclear insurance needs related to housing.
Housing	I need a place to live.	1.0	General housing need with no specifics.
Housing	What's better, renting or buying?	1.0	Seeking general advice on housing choices.
Hydration	How much water should I drink daily?	0.0	Determine daily water intake.
Hydration	What are the signs of dehydration?	0.0	Identify symptoms of dehydration.
Hydration	Can sports drinks hydrate better than water?	0.0	Compare hydration effectiveness of different beverages.
Hydration	What foods contribute to hydration?	0.0	Identify food sources of hydration.
Hydration	How does hydration affect athletic performance?	0.0	Understand the link between hydration and exercise.
Hydration	Stay hydrated?	1.0	General inquiry about hydration.
Hydration	I feel off, is it water?	1.0	Vague symptom, potential hydration issue.
Hydration	What's good to drink?	1.0	Seeking beverage recommendations, unclear if related to hydration.
Hydration	What can I eat that has water?	1.0	Seeking foods with water content, vague.
Hydration	Does water help with stuff?	1.0	Vague inquiry about the benefits of water.
Hygiene	How long should I brush my teeth?	0.0	Dental hygiene duration
Hygiene	What are the symptoms of a fungal nail infection?	0.0	Identify a specific health condition related to hygiene
Hygiene	What causes body odor and how can I prevent it?	0.0	Understanding and preventing a hygiene-related issue
Hygiene	What is the best soap for sensitive skin?	0.0	Product recommendation for specific skin type
Hygiene	What are the steps for proper handwashing technique?	0.0	Detailed instructions for a hygiene practice
Hygiene	What's important for staying clean?	1.0	General hygiene practices
Hygiene	Is cleanliness important?	1.0	General question about hygiene
Hygiene	What makes people smell bad?	1.0	General question about body odor
Hygiene	What should I use to get clean?	1.0	Vague request for cleaning products
Hygiene	How do you wash your hands?	1.0	Basic question about handwashing, lacking detail
Insurance	What is the average cost of car insurance in California for a 25-year-old male?	0.0	Price comparison
Insurance	What does health insurance cover?	0.0	Coverage details
Insurance	Can I cancel my home insurance policy early?	0.0	Policy cancellation
Insurance	What is the claim process for flood damage?	0.0	Specific claim process
Insurance	How does my deductible affect my insurance premium?	0.0	Understanding insurance components
Insurance	How much does insurance cost?	1.0	General insurance cost inquiry
Insurance	What insurance do I need?	1.0	Broad insurance needs assessment
Insurance	What kind of insurance should I get?	1.0	Unclear insurance needs
Insurance	What happens if I have a claim?	1.0	General claim inquiry
Insurance	How does insurance work?	1.0	Basic insurance understanding
Investments	What is the historical return of the S&P 500?	0.0	Historical investment performance
Investments	Compare mutual funds versus ETFs.	0.0	Investment vehicle comparison
Investments	Calculate the compound interest on a $10,000 investment at 5% annually for 10 years.	0.0	Investment calculation
Investments	What are the risks of investing in cryptocurrency?	0.0	Understanding investment risks
Investments	What is dollar-cost averaging?	0.0	Learn about a specific investment strategy
Investments	How do investments work?	1.0	General understanding of investments
Investments	What are good investments?	1.0	Seeking investment recommendations
Investments	Can you help me invest?	1.0	Vague request for investment assistance
Investments	What should I do with my money?	1.0	Broad financial advice request
Investments	How can I make money?	1.0	General question about wealth generation
Isolation	What are the signs of social isolation in teenagers?	0.0	Identify symptoms of isolation in teens.
Isolation	What are effective coping mechanisms for loneliness?	0.0	Find ways to deal with feelings of isolation.
Isolation	What are the long-term health effects of prolonged social isolation?	0.0	Understand the physical and mental health consequences.
Isolation	Where can I find support groups for people experiencing isolation?	0.0	Locate resources for social support.
Isolation	What is the difference between solitude and isolation?	0.0	Understand the distinction between two states.
Isolation	I feel lonely.	1.0	Expressing feelings of isolation without specifics.
Isolation	How do I feel better?	1.0	Vague request for help with emotional state.
Isolation	Is being alone bad for you?	1.0	General question about the effects of being alone.
Isolation	Where can I go for help?	1.0	Seeking help, but the nature of the problem is unspecified.
Isolation	What's the difference between being alone and something else?	1.0	Seeking clarification on different states of being, vague.
Kindness	What are some small acts of kindness I can do today?	0.0	Seeking actionable ideas for practicing kindness.
Kindness	What are the psychological benefits of showing kindness?	0.0	Understanding the positive effects of kindness on mental well-being.
Kindness	Where can I volunteer to help others in my community?	0.0	Finding opportunities for kind acts through volunteering.
Kindness	What is the relationship between kindness and empathy?	0.0	Understanding the connection between kindness and empathy.
Kindness	Can you recommend books about practicing kindness?	0.0	Seeking resources to learn more about kindness.
Kindness	Be nice.	1.0	Vague request related to kindness, lacking specific intent.
Kindness	Is being nice good for you?	1.0	Inquiring about the benefits of kindness, but broadly and without specifics.
Kindness	How can I help people?	1.0	Broad request for ways to assist others, lacking context.
Kindness	What does it mean to be a good person?	1.0	Seeking a definition of goodness, potentially related to kindness.
Kindness	Tell me about being good.	1.0	Vague request for information about goodness, potentially related to kindness.
Laundry	How long should I dry a cotton t-shirt?	0.0	Determine appropriate drying time for a specific fabric.
Laundry	What temperature should I wash delicates at?	0.0	Find the correct washing temperature for delicate items.
Laundry	What does the laundry symbol 'do not bleach' mean?	0.0	Understand the meaning of a specific laundry symbol.
Laundry	Can I wash jeans with white clothes?	0.0	Determine compatibility of washing different colored items together.
Laundry	What is the best detergent for removing grass stains?	0.0	Find a detergent effective for a specific type of stain.
Laundry	What's the best way to do laundry?	1.0	Seeking general laundry advice, intent unclear.
Laundry	How do I get clothes clean?	1.0	Vague request for cleaning clothes, lacking specifics.
Laundry	What are those symbols on the tags?	1.0	Inquiring about laundry symbols generally, without specifying which one.
Laundry	Can I mix colors when washing?	1.0	Asking about mixing colors, lacking specifics about fabrics or items.
Laundry	What detergent should I use?	1.0	Seeking detergent advice, without specifying stain or fabric type.
Laws	What are the penalties for driving under the influence in California?	0.0	Specific legal consequences for a crime.
Laws	How do I file a restraining order in Texas?	0.0	Procedure for obtaining a legal order.
Laws	What is the statute of limitations for a personal injury claim in Florida?	0.0	Time limit for filing a specific type of lawsuit.
Laws	What are the requirements for a valid contract in New York?	0.0	Elements needed for a legally binding agreement.
Laws	Where can I find the text of the Clean Air Act?	0.0	Accessing the full text of a specific law.
Laws	What does the law say?	1.0	Vague request for legal information.
Laws	What about legal stuff?	1.0	Broad and undefined legal inquiry.
Laws	Can I sue someone?	1.0	General inquiry about legal action.
Laws	What makes something legal?	1.0	Broad question about legality.
Laws	What are some laws?	1.0	Very broad request for legal information.
Learning	How do I learn to play the guitar?	0.0	Instructional - acquire a new skill.
Learning	What are the best online courses for data science?	0.0	Identify resources for a specific subject.
Learning	Explain the concept of spaced repetition learning.	0.0	Understand a specific learning technique.
Learning	Where can I find free coding tutorials?	0.0	Locate free resources for learning to code.
Learning	What is the most effective way to study for a history exam?	0.0	Find effective study methods for a specific subject.
Learning	Tell me about learning.	1.0	General inquiry about the concept of learning.
Learning	What can I study?	1.0	Seeking educational options, intent unclear.
Learning	How do people learn?	1.0	Broad question about the learning process.
Learning	I want to learn something new.	1.0	Vague desire to learn, no specific topic.
Learning	How do I get smarter?	1.0	General desire for cognitive improvement, unclear intent.
Lighting	Where can I buy LED bulbs online?	0.0	Purchase LED bulbs.
Lighting	How do I install a dimmer switch?	0.0	Learn about dimmer switch installation.
Lighting	What is the best lighting for a home office?	0.0	Find optimal lighting for a specific room.
Lighting	How many lumens does a 60W bulb equal in LED?	0.0	Convert wattage to lumens for LED bulbs.
Lighting	What are the energy efficiency ratings of different light bulbs?	0.0	Understand energy efficiency of bulbs.
Lighting	What kind of lights are there?	1.0	General inquiry about lighting options.
Lighting	Can you tell me about lights?	1.0	Vague request for information about lights.
Lighting	What lights should I get?	1.0	Seeking lighting recommendations without specifics.
Lighting	How bright should my lights be?	1.0	Unclear request about light brightness.
Lighting	Is lighting important?	1.0	General question about the importance of lighting.
Loneliness	What are effective coping mechanisms for chronic loneliness?	0.0	Seeking strategies to manage long-term loneliness.
Loneliness	What are the health risks associated with prolonged loneliness?	0.0	Understanding the physical and mental health consequences of loneliness.
Loneliness	Where can I find support groups for people experiencing loneliness?	0.0	Locating resources for social support related to loneliness.
Loneliness	What is the difference between solitude and loneliness?	0.0	Seeking clarification on the distinction between two related states.
Loneliness	How can I help a friend who is struggling with loneliness?	0.0	Seeking advice on supporting someone else experiencing loneliness.
Loneliness	I feel alone.	1.0	Expressing a feeling of loneliness with no specific request.
Loneliness	Is being alone bad for you?	1.0	General inquiry about the effects of being alone, potentially related to loneliness.
Loneliness	Where do I go for help?	1.0	Vague request for assistance, potentially related to loneliness.
Loneliness	What's the difference between being alone and lonely?	1.0	Similar to above, but less formal phrasing.
Loneliness	How do I help someone?	1.0	Vague request for help, could relate to loneliness or other issues.
Maintenance	How often should I change the oil in my 2018 Honda Civic?	0.0	Specific maintenance schedule for a vehicle.
Maintenance	Where can I find a reliable mechanic for brake repair?	0.0	Locate a service provider for a specific repair.
Maintenance	What is the cost of a typical HVAC system maintenance check?	0.0	Determine the price of a specific maintenance service.
Maintenance	How do I replace a flat tire on a Toyota Camry?	0.0	Learn a specific maintenance task.
Maintenance	What tools are needed for basic car maintenance?	0.0	Identify necessary tools for common tasks.
Maintenance	What kind of maintenance does my car need?	1.0	General inquiry about vehicle maintenance.
Maintenance	Is there anything I should fix on my car?	1.0	Vague inquiry about potential repairs.
Maintenance	What about maintenance?	1.0	Broad inquiry about maintenance, lacking specifics.
Maintenance	How do I fix my car?	1.0	Vague request for car repair assistance.
Maintenance	What do I need to do to keep things running?	1.0	General question about upkeep, lacking context.
Markets	What is the current price of Apple stock?	0.0	Check stock price
Markets	What are the top 5 performing stocks in the tech sector this week?	0.0	Identify high-performing stocks
Markets	What is the historical price trend of Tesla stock over the last year?	0.0	Analyze stock price history
Markets	How does inflation affect the stock market?	0.0	Understand the relationship between inflation and stock market
Markets	What are the key indicators of a healthy stock market?	0.0	Learn about stock market health indicators
Markets	How are the markets doing today?	1.0	General market performance
Markets	Tell me about the market	1.0	Vague request about markets
Markets	What's a good investment?	1.0	Seeking investment advice, unspecified
Markets	What's happening with the economy?	1.0	Broad question about the economy
Markets	Is now a good time to invest?	1.0	Seeking investment timing advice
Medication	What are the side effects of ibuprofen?	0.0	Understand potential adverse reactions to a specific medication.
Medication	How much acetaminophen can I take in a day?	0.0	Determine the safe dosage of a specific medication.
Medication	Where can I find information about drug interactions with lisinopril?	0.0	Find information about interactions for a specific medication.
Medication	What is the generic name for Advil?	0.0	Identify the generic equivalent of a brand-name medication.
Medication	How long does it take for amoxicillin to work?	0.0	Understand the onset of action for a specific medication.
Medication	What medications do doctors prescribe?	1.0	General inquiry about medications, lacking a specific focus.
Medication	What pills are good for pain?	1.0	Seeking pain relief medication, but the type of pain is unspecified.
Medication	Can medications affect each other?	1.0	General question about drug interactions, lacking specific medications.
Medication	What does medicine do?	1.0	Vague question about the purpose of medication in general.
Medication	How long before I feel better?	1.0	Seeking information about recovery time, but medication is not specified.
Meditation	How do I start a daily meditation practice?	0.0	Beginner guidance for starting meditation.
Meditation	What are the benefits of mindfulness meditation for anxiety?	0.0	Specific benefits of a meditation type for a condition.
Meditation	Where can I find guided meditation scripts for sleep?	0.0	Locating resources for a specific type of meditation.
Meditation	What is the difference between Vipassana and Zen meditation?	0.0	Comparing and contrasting two meditation techniques.
Meditation	How long should a meditation session be for beginners?	0.0	Duration guidance for new meditators.
Meditation	Can you tell me about meditation?	1.0	General inquiry about meditation with unclear focus.
Meditation	Is meditation good for you?	1.0	Vague inquiry about the general benefits of meditation.
Meditation	Where can I find some relaxation?	1.0	Seeking relaxation, potentially through meditation, but unclear.
Meditation	What kind of meditation should I do?	1.0	Seeking meditation advice, but without specifying needs or preferences.
Meditation	How long should I meditate?	1.0	Seeking duration guidance, but lacking context (beginner/advanced).
Memories	What are the stages of memory formation?	0.0	Understand the process of creating memories.
Memories	How can I improve my long-term memory?	0.0	Seek methods for enhancing memory retention.
Memories	What is the difference between episodic and semantic memory?	0.0	Understand different types of long-term memory.
Memories	What are common memory disorders and their symptoms?	0.0	Learn about conditions affecting memory.
Memories	How does trauma affect memory recall?	0.0	Understand the impact of trauma on memory.
Memories	Tell me about memories	1.0	General inquiry about memories, intent unclear.
Memories	Can you help me remember things?	1.0	Vague request for memory assistance, unclear what needs remembering.
Memories	What kind of memory is there?	1.0	Broad question about memory types, lacks specificity.
Memories	Why do I forget things?	1.0	Inquiry about forgetfulness, lacks detail about the situation.
Memories	What happens when you remember something?	1.0	General question about the act of remembering, unclear focus.
Milestones	What are the key milestones in project management?	0.0	Understand project management milestones
Milestones	What are the milestones for a software development lifecycle?	0.0	Learn about milestones in software development
Milestones	How do you define milestones in a personal development plan?	0.0	Understand how to set milestones for personal growth
Milestones	What are the milestones for completing a marathon?	0.0	Learn about milestones for marathon training
Milestones	How do milestones differ from tasks in agile methodology?	0.0	Understand the distinction between milestones and tasks
Milestones	Tell me about milestones.	1.0	General inquiry about milestones, unclear what aspect is of interest
Milestones	What are some important steps?	1.0	Vague request for steps, could refer to any process
Milestones	What should I achieve?	1.0	Unclear goal, seeking guidance on achievements
Milestones	What does it take to finish?	1.0	Vague question about completion, lacking context
Milestones	What's the difference between a task and something else?	1.0	Ambiguous question about task differentiation
Mindfulness	What are the benefits of daily mindfulness practice?	0.0	Understand the advantages of regular mindfulness.
Mindfulness	How can I practice mindful breathing techniques?	0.0	Learn specific techniques for mindful breathing.
Mindfulness	What is the history and origin of mindfulness?	0.0	Understand the historical roots of mindfulness.
Mindfulness	Can mindfulness help with anxiety and stress?	0.0	Explore the application of mindfulness to mental health.
Mindfulness	What are some guided mindfulness meditations for beginners?	0.0	Find resources for starting a mindfulness practice.
Mindfulness	Tell me about mindfulness.	1.0	General inquiry about mindfulness, lacking specific focus.
Mindfulness	How do I relax?	1.0	Seeking relaxation methods, potentially including mindfulness.
Mindfulness	Where did this all come from?	1.0	Inquiring about the origins of a concept, unspecified.
Mindfulness	Is mindfulness good for you?	1.0	General question about the benefits of mindfulness.
Mindfulness	Can you help me meditate?	1.0	Vague request for meditation assistance, unclear if it's mindfulness-specific.
Motivation	How can I increase my daily motivation?	0.0	Seeking strategies for daily motivation.
Motivation	What are the psychological factors behind motivation?	0.0	Understanding the underlying psychology of motivation.
Motivation	What are some effective goal-setting techniques to stay motivated?	0.0	Finding techniques to maintain motivation through goal setting.
Motivation	Can you recommend books on building self-discipline and motivation?	0.0	Seeking book recommendations for self-discipline and motivation.
Motivation	How does motivation relate to dopamine levels in the brain?	0.0	Understanding the neurochemical aspects of motivation.
Motivation	I feel unmotivated.	1.0	Expressing a lack of motivation without specifying the context.
Motivation	Why am I so lazy?	1.0	Seeking reasons for lack of motivation, using informal language.
Motivation	How do I get things done?	1.0	Broad question about productivity, potentially related to motivation.
Motivation	What should I do?	1.0	Vague request for guidance, potentially related to motivation.
Motivation	What makes people tick?	1.0	Broad question about human behavior, potentially related to motivation.
Movies	"What is the runtime of ""Oppenheimer""?"	0.0	Determine the length of a specific movie.
Movies	"Who directed the movie ""Parasite""?"	0.0	Identify the director of a specific film.
Movies	"Where can I stream ""Everything Everywhere All at Once""?"	0.0	Find streaming options for a specific movie.
Movies	"What are the box office earnings of ""Barbie""?"	0.0	Find financial performance data for a specific movie.
Movies	List movies starring Leonardo DiCaprio.	0.0	Find films featuring a specific actor.
Movies	Tell me about movies.	1.0	General inquiry about movies with unclear intent.
Movies	What are some good films?	1.0	Seeking movie recommendations without specific criteria.
Movies	Can I watch something tonight?	1.0	Vague request about watching something, not specifying a movie.
Movies	What's a popular movie?	1.0	Seeking a popular movie, but lacking specific criteria.
Movies	I want to see a movie.	1.0	Expressing a desire to watch a movie, but without specifying which one.
Music	Play Despacito by Luis Fonsi	0.0	Play a specific song.
Music	What are the top 10 songs of 2023?	0.0	Find a ranked list of popular songs.
Music	Who composed the Moonlight Sonata?	0.0	Identify the composer of a specific piece.
Music	Find jazz music from the 1920s	0.0	Discover music from a specific genre and era.
Music	Where can I download lossless FLAC files of Pink Floyd’s *Dark Side of the Moon*?	0.0	Find a source for high-quality music downloads.
Music	Play some music	1.0	Play music, genre unspecified.
Music	What's popular right now?	1.0	Discover current popular music, unspecified criteria.
Music	Who wrote that piano song?	1.0	Identify the composer of a song, lacking details.
Music	I want some old music	1.0	Discover older music, era unspecified.
Music	Where can I get music?	1.0	Find music, source unspecified.
Nature	What are the different types of rainforest ecosystems?	0.0	Identify rainforest ecosystems.
Nature	Where can I find hiking trails in Yosemite National Park?	0.0	Locate hiking trails in a specific park.
Nature	What is the life cycle of a monarch butterfly?	0.0	Understand the stages of a butterfly's life.
Nature	How does photosynthesis work in plants?	0.0	Understand the process of photosynthesis.
Nature	What are the biggest threats to coral reef ecosystems?	0.0	Identify dangers to coral reefs.
Nature	Tell me about nature.	1.0	General inquiry about nature, intent unclear.
Nature	Where can I go outside?	1.0	Seeking outdoor locations, lacks specificity.
Nature	What do butterflies do?	1.0	Vague question about butterflies, intent unclear.
Nature	How do plants grow?	1.0	General question about plant growth, lacks detail.
Nature	What's happening to the oceans?	1.0	Broad question about oceans, intent unclear.
Networking	How do I write a professional networking email?	0.0	Seeking guidance on composing networking emails.
Networking	What are the best networking events for software engineers in San Francisco?	0.0	Finding relevant networking events for a specific profession and location.
Networking	How can I leverage LinkedIn for job searching?	0.0	Learning how to use LinkedIn for job search purposes.
Networking	What is the elevator pitch formula?	0.0	Understanding the structure of an elevator pitch.
Networking	How often should I follow up with new networking contacts?	0.0	Seeking advice on follow-up frequency in networking.
Networking	Can you help me with networking?	1.0	Vague request for assistance with networking.
Networking	Where can I meet people?	1.0	Broad request for meeting people, lacking context.
Networking	What's LinkedIn good for?	1.0	Unclear intent regarding LinkedIn's functionality.
Networking	Tell me about making connections.	1.0	Vague request for information about connections.
Networking	Should I stay in touch with people?	1.0	General question about maintaining connections, lacking context.
Nutrition	What is the recommended daily intake of vitamin D for adults?	0.0	Specific nutrient intake
Nutrition	How many calories are in a banana?	0.0	Calorie content of a specific food
Nutrition	What is the glycemic index of white rice?	0.0	Specific food's impact on blood sugar
Nutrition	How does protein affect muscle growth?	0.0	Nutrient's role in a physiological process
Nutrition	What are the benefits of omega-3 fatty acids?	0.0	Health benefits of a specific nutrient
Nutrition	What should I eat?	1.0	General dietary advice
Nutrition	What foods are good for you?	1.0	General healthy food options
Nutrition	What foods should I avoid?	1.0	Foods to limit or exclude from diet
Nutrition	What's a healthy diet?	1.0	Broad question about healthy eating
Nutrition	Is food good?	1.0	Vague question about the value of food
Office	Where can I find staplers in the office?	0.0	Locate office supplies.
Office	What is the policy on using the office printer?	0.0	Understand office printer usage guidelines.
Office	How do I book a conference room in the office?	0.0	Learn the process for reserving a meeting space.
Office	What is the office dress code?	0.0	Understand workplace attire requirements.
Office	Who is the office manager?	0.0	Identify the person responsible for office administration.
Office	Where is everything?	1.0	General inquiry about office location, unclear what is being sought.
Office	Can I print something?	1.0	Vague request related to printing, unclear if permission or instructions are needed.
Office	Can I use a meeting room?	1.0	Inquiry about meeting room availability, lacking details.
Office	What should I wear to work?	1.0	Seeking guidance on workplace attire, but lacks context.
Office	Who's in charge here?	1.0	Ambiguous inquiry about office leadership.
Organization	How can I improve time management skills?	0.0	Improve personal productivity.
Organization	What are the best organizational tools for small businesses?	0.0	Find tools for business organization.
Organization	Explain the benefits of a well-organized workspace.	0.0	Understand the advantages of organization.
Organization	What are some effective methods for decluttering a home?	0.0	Learn home decluttering techniques.
Organization	How do I create a project management plan?	0.0	Learn to plan projects effectively.
Organization	How do I get organized?	1.0	General desire for organization, unclear scope.
Organization	What tools should I use?	1.0	Vague request for tools, unclear purpose.
Organization	Why is organization important?	1.0	Seeking reasons for organization, broad question.
Organization	Can you help me with clutter?	1.0	Unclear request related to clutter, no specific goal.
Organization	How do I manage things?	1.0	Vague request for management assistance, unclear context.
Parenting	How to deal with toddler tantrums?	0.0	Behavioral management
Parenting	What are age-appropriate chores for a 10-year-old?	0.0	Developmental tasks and responsibilities
Parenting	What are the signs of ADHD in a preschooler?	0.0	Child development and potential issues
Parenting	What are effective strategies for teaching empathy?	0.0	Social-emotional learning
Parenting	What are the best ways to encourage reading in children?	0.0	Literacy development
Parenting	What about raising kids?	1.0	General parenting advice
Parenting	How do I parent?	1.0	Seeking general parenting guidance
Parenting	Is my child normal?	1.0	Seeking reassurance about child's development
Parenting	How can I be a good parent?	1.0	General parenting advice
Parenting	How do I help my child?	1.0	Vague request for assistance with child
Pets	What are the nutritional requirements for a golden retriever?	0.0	Specific dietary needs of a dog breed.
Pets	How much does it cost to adopt a cat from a local shelter?	0.0	Adoption costs for a specific animal.
Pets	What are the symptoms of feline leukemia?	0.0	Disease symptoms in cats.
Pets	Where can I find a reputable dog trainer in Chicago?	0.0	Locating a professional service for dogs.
Pets	What are the best toys for a bored ferret?	0.0	Toy recommendations for a specific pet.
Pets	What do I feed my pet?	1.0	General feeding advice, species unspecified.
Pets	How much does pet adoption cost?	1.0	General adoption costs, animal unspecified.
Pets	My cat is acting strange	1.0	Vague description of a pet's behavior.
Pets	Where can I train my pet?	1.0	Seeking pet training, location unspecified.
Pets	What should I get my pet?	1.0	General request for pet items, type unspecified.
Photography	How to adjust aperture for portrait photography?	0.0	Learn specific camera settings for portraits.
Photography	What is the best camera for beginner photographers?	0.0	Seeking camera recommendations for beginners.
Photography	How do I edit photos in Lightroom?	0.0	Learn photo editing techniques in Lightroom.
Photography	What are the rules of composition in photography?	0.0	Understand fundamental photography principles.
Photography	What settings should I use for landscape photography?	0.0	Learn camera settings for landscapes.
Photography	Take a picture.	1.0	Vague request related to photography.
Photography	I want a good camera.	1.0	Unclear request regarding camera purchase.
Photography	Can you fix my photos?	1.0	Ambiguous request for photo assistance.
Photography	Make my photos look better.	1.0	Vague request for photo improvement.
Photography	I want nice pictures.	1.0	Unclear request related to photography outcomes.
Podcasts	What are the top 10 true crime podcasts of 2024?	0.0	Discover popular true crime podcasts.
Podcasts	Where can I find a podcast about astrophysics for beginners?	0.0	Locate a beginner-friendly astrophysics podcast.
Podcasts	How do I start my own podcast about history?	0.0	Learn the steps to create a history podcast.
Podcasts	What is the average length of a daily news podcast?	0.0	Determine the typical duration of news podcasts.
Podcasts	"Recommend podcasts similar to ""The Daily""."	0.0	Find podcasts with similar content to a specific podcast.
Podcasts	Tell me about podcasts.	1.0	General inquiry about podcasts with unclear intent.
Podcasts	Is there anything good to listen to?	1.0	Vague request for podcast recommendations.
Podcasts	Can I make a show?	1.0	Inquiry about podcast creation, lacking specifics.
Podcasts	How long are podcasts usually?	1.0	General question about podcast length, lacking context.
Podcasts	What's a good podcast?	1.0	Broad request for podcast recommendations with no criteria.
Politics	Who is the current US Secretary of State?	0.0	Identify a specific political figure and their role.
Politics	What is the legislative process for a bill to become law in the US?	0.0	Understand how laws are made.
Politics	What are the key policy positions of the Democratic Party on healthcare?	0.0	Learn about a specific party's stance on a policy issue.
Politics	What were the results of the 2020 presidential election in Florida?	0.0	Find specific election results in a particular state.
Politics	How can I contact my state representative?	0.0	Find contact information for a local political representative.
Politics	What’s going on in politics?	1.0	General inquiry about the current political climate.
Politics	How do laws get made?	1.0	Seeking information about lawmaking, but lacks specificity.
Politics	What do Democrats believe?	1.0	Broad question about a political party's beliefs.
Politics	What happened in the last election?	1.0	Vague question about a past election.
Politics	How do I get in touch with people in government?	1.0	Seeking ways to contact government officials, but lacks specificity.
Protection	How can I protect my identity from online fraud?	0.0	Identity theft prevention
Protection	What are the best home security systems available?	0.0	Researching home security options
Protection	What are the legal protections for renters?	0.0	Understanding renter's rights
Protection	How can I protect my skin from the sun?	0.0	Sun protection methods
Protection	What are the different types of insurance protection?	0.0	Learning about insurance options
Protection	How do I stay safe online?	1.0	General online safety
Protection	How can I protect my house?	1.0	Vague request for home protection
Protection	What rights do I have as a tenant?	1.0	Seeking information about tenant rights, broad query
Protection	How do I protect myself?	1.0	Broad request for personal protection
Protection	What kind of protection do I need?	1.0	Unclear need for protection, seeking general advice
Reading	What are the benefits of reading regularly?	0.0	Understand the advantages of reading.
Reading	"Can you recommend books similar to ""Pride and Prejudice""?"	0.0	Seek book recommendations based on a specific title.
Reading	What are some strategies for improving reading comprehension?	0.0	Learn techniques to better understand text.
Reading	Where can I find free ebooks online?	0.0	Locate resources for free digital books.
Reading	What is the average reading speed for adults?	0.0	Find information about typical reading rates.
Reading	Tell me about reading.	1.0	Vague request about reading; intent unclear.
Reading	What should I read?	1.0	Broad request for reading material; lacks specifics.
Reading	How can I read better?	1.0	Vague request for reading improvement; lacks specifics.
Reading	Where can I get books?	1.0	Unclear if seeking free or paid books, physical or digital.
Reading	How fast do people read?	1.0	Vague question about reading speed; lacks context.
Recycling	What materials are accepted in my local curbside recycling program?	0.0	Determine accepted materials for local recycling.
Recycling	Where is the nearest drop-off recycling center?	0.0	Locate a nearby recycling facility.
Recycling	How does recycling help the environment?	0.0	Understand the environmental benefits of recycling.
Recycling	What is the recycling process for plastic bottles?	0.0	Learn the steps involved in recycling plastic bottles.
Recycling	What are the common recycling symbols and what do they mean?	0.0	Understand the meaning of recycling symbols.
Recycling	What can I recycle?	1.0	General inquiry about recyclable materials.
Recycling	Where can I take my stuff to recycle?	1.0	Seeking recycling location, unspecified items.
Recycling	Is recycling good?	1.0	Seeking validation of recycling's benefits, vague.
Recycling	What happens to recycled materials?	1.0	Inquire about the fate of recycled items, broad.
Recycling	What do all the recycling symbols mean?	1.0	Seeking information about recycling symbols, general.
Relationships	How do I improve communication with my partner?	0.0	Improve relationship communication
Relationships	What are the signs of a healthy relationship?	0.0	Identify characteristics of a healthy relationship
Relationships	How to deal with infidelity in a relationship	0.0	Seek advice on handling infidelity
Relationships	What are common relationship conflicts and how to resolve them?	0.0	Understand and resolve common conflicts
Relationships	How can I rebuild trust after a betrayal?	0.0	Seek advice on rebuilding trust
Relationships	How can I make my relationship better?	1.0	General relationship improvement
Relationships	Is my relationship okay?	1.0	Assess relationship health, vague criteria
Relationships	What happens when someone cheats?	1.0	Inquire about infidelity, broad scope
Relationships	Why do relationships fail?	1.0	Understand reasons for relationship failure, broad
Relationships	What about trust issues?	1.0	Vague inquiry about trust issues in relationships
Remote	How do I set up a remote workstation?	0.0	Technical setup of a remote workspace.
Remote	What are the best remote collaboration tools for small teams?	0.0	Software recommendations for remote teams.
Remote	How do I troubleshoot a remote desktop connection?	0.0	Technical problem-solving for remote access.
Remote	What are the security risks of remote access?	0.0	Understanding security concerns in remote work.
Remote	What is the average salary for remote software engineers?	0.0	Salary information for a specific remote role.
Remote	Working from home?	1.0	General inquiry about remote work.
