topic	initial_request	binary_label	user_information_need
Health	How do you treat high blood pressure?	1	Looking for treatments without specifying context or details.
Hobbies	What is a popular hobby for beginners?	0	Start learning about common beginner hobbies.
Hobbies	What hobbies do people enjoy?	1	Find out generally about hobbies people enjoy.
Hobbies	How can I start gardening as a hobby?	0	Receive guidance on beginning gardening.
Hobbies	What are some ways to get into gardening?	1	Seeking ways to start gardening, but not specific.
Hobbies	What are different types of hobbies?	0	Learn about various hobby categories.
Hobbies	Can you tell me about hobbies?	1	Want general information on hobbies, but vague.
Hobbies	What equipment do I need for painting?	0	Find out supplies needed for painting.
Hobbies	How do I start painting?	1	Looking for painting tips but not specific.
Hobbies	What are some hobbies I can do indoors?	0	Identify hobbies suitable for indoor activity.
Hobbies	What hobbies can I do at home?	1	Seeking activities to do at home, but unclear on which.
Housing	What is the average cost of a one-bedroom apartment in downtown New York?	0	Determine the typical rental price for a specific apartment type in a city center.
Housing	Can you tell me about housing costs?	1	Seeking general information about housing expenses without specifics.
Housing	What are the best neighborhoods to buy a house in Los Angeles?	0	Find top neighborhoods for purchasing homes in a particular city.
Housing	Where should I look for real estate?	1	Looking for suggestions on areas to find housing, but not specific to needs.
Housing	How do I qualify for a mortgage?	0	Understand the requirements for obtaining a mortgage loan.
Housing	What do I need to get a loan?	1	Ask about loan qualification criteria generally without specifying type.
Housing	What are rental prices like in San Francisco?	0	Find out about current rental rates in a specific city.
Housing	Can you give me an overview of rent prices?	1	Seeking broad information about rental prices without location detail.
Housing	How do I find affordable housing options?	0	Get tips on locating affordable housing solutions.
Housing	Where can I find affordable housing?	1	Looking for places to find economic housing, but not a specific location.
Hydration	What are the benefits of staying hydrated?	0	Understand the health benefits of proper hydration.
Hydration	Why should I drink water?	1	Seeking reasons for drinking water but not specifically about hydration.
Hydration	How much water should I drink daily?	0	Find out recommended daily water intake.
Hydration	What's the right amount of fluid?	1	Looking for guidance on fluid intake but vague.
Hydration	What are signs of dehydration?	0	Identify symptoms indicating dehydration.
Hydration	How do I know if I'm dehydrated?	1	Seeking signs of dehydration but not specific.
Hydration	What drinks are good for hydration?	0	Know which beverages best keep you hydrated.
Hydration	What should I drink to rehydrate?	1	Looking for rehydration drinks without specificity.
Hydration	How does hydration affect health?	0	Understand the impact of hydration on overall health.
Hydration	Why is water important?	1	Seeking information on importance of water but broad.
Hygiene	What are the best handwashing techniques?	0	Details on proper handwashing methods.
Hygiene	How to keep clean?	1	General advice on staying clean without specifics.
Hygiene	What are the recommended hygiene products for daily use?	0	Information on essential hygiene products.
Hygiene	Which stuff should I use?	1	Seeking advice on hygiene items but vague.
Hygiene	How often should I shower for good hygiene?	0	Recommended shower frequency for hygiene.
Hygiene	Is there a standard shower routine?	1	Interested in general shower routines, not specific.
Hygiene	What are the signs of poor hygiene?	0	Indicators of inadequate personal hygiene.
Hygiene	How do I know if I’m hygienic enough?	1	Questions about personal hygiene standards.
Hygiene	What are the benefits of maintaining proper hygiene?	0	Advantages of good hygiene practices.
Hygiene	Why is hygiene important?	1	Seeking reasons behind hygiene importance, vague.
Insurance	What is health insurance?	0	Understand the definition of health insurance.
Insurance	What does insurance cover?	0	Find out what types of coverage insurance provides.
Insurance	How can I get insurance?	0	Seek instructions on obtaining insurance.
Insurance	What is the cost of insurance?	0	Determine the typical expenses associated with insurance.
Insurance	Why do I need insurance?	0	Understand the reasons for having insurance.
Insurance	What is insurance?	1	Ask about general insurance concepts, but vague.
Insurance	How does insurance work?	1	Seeking broad understanding of insurance operations.
Insurance	Can you explain insurance?	1	Looking for an explanation but not specific on which type.
Insurance	What are different types of insurance?	1	Question about various insurance categories without specifics.
Insurance	Why is insurance important?	1	Generic inquiry about importance, not linked to a particular aspect.
Investments	What are the best long-term stocks to invest in?	0	Identify top-performing stocks for long-term investment.
Investments	Where should I invest my money?	1	Seeking advice on investment options without specifics.
Investments	How do I start investing in ETFs?	0	Learn the steps to begin investing in Exchange-Traded Funds.
Investments	What are ETFs?	1	Understand what ETFs are, but query is vague about learning or investing.
Investments	What is the difference between mutual funds and stocks?	0	Compare mutual funds and stocks to understand their differences.
Investments	Which investment is better, mutual funds or stocks?	1	Seeking advice on investment choices without specifics.
Investments	How do I diversify my investment portfolio?	0	Find ways to spread investments to reduce risk.
Investments	How can I avoid losing money on investments?	1	Looking for strategies to prevent investment losses, but unclear about methods.
Investments	What are the risks associated with investing?	0	Understand the potential risks involved in investing.
Investments	Are investments safe?	1	Seeking information about safety and security of investments without details.
Isolation	What are effective methods for social isolation?	0	Identify methods to achieve or understand social isolation.
Isolation	How does isolation impact mental health?	0	Learn about the effects of isolation on mental well-being.
Isolation	Can isolation cause physical health problems?	0	Investigation into physical health consequences related to isolation.
Isolation	How do people feel when they are isolated?	1	General query about emotions associated with being isolated.
Isolation	What is the experience of being in isolation like?	1	Seeking vague insights into what isolation feels like.
Isolation	Why do some people choose to isolate themselves?	1	Interested in reasons behind voluntary or involuntary isolation.
Isolation	Are there benefits to isolation?	1	Contemplating the advantages of being isolated, but not specific.
Isolation	When should someone isolate from others?	1	Looking for vague guidance on timing for isolation.
Isolation	How long can one stay isolated without problems?	0	Find out about duration limits of safe or typical isolation.
Isolation	What are the consequences of long-term isolation?	0	Understand risks and outcomes of extended isolation periods.
Kindness	What are practical ways to show kindness to others?	0	Find ways to demonstrate kindness in everyday life.
Kindness	How can I be kind?	1	Seeking general ideas on being kind without specifics.
Kindness	What are the benefits of kindness?	0	Understand positive effects of kindness on well-being.
Kindness	Why is kindness important?	1	Explore reasons behind the importance of kindness, but vaguely.
Kindness	How does kindness impact mental health?	0	Learn about the connection between kindness and mental health.
Kindness	Does kindness make a difference?	1	Questioning whether kindness has an effect, without context.
Kindness	What activities promote kindness?	0	Identify specific activities that encourage kindness.
Kindness	What are good deeds?	1	Seeking examples of good deeds but not necessarily kindness.
Kindness	How can kindness be practiced daily?	0	Discover practical ways to practice kindness every day.
Kindness	How do I be better?	1	General question about self-improvement, vague on kindness.
Laundry	How do I remove red wine stains from white shirts?	0	Find methods to remove red wine stains from white shirts.
Laundry	How can I clean my clothes?	1	Seeking general advice on cleaning clothes, but not specific.
Laundry	What is the best detergent for heavy stains?	0	Identify effective detergents for tough stains.
Laundry	What laundry products should I buy?	1	Looking to purchase laundry products but unclear what types.
Laundry	How do I wash delicates properly?	0	Understand proper washing techniques for delicate fabrics.
Laundry	What is the correct way to fold clothes?	1	Seeking advice on folding clothes but not specific to any fabric.
Laundry	How long should I run a wash cycle?	0	Find out optimal duration for washing machine cycles.
Laundry	How do I know when clothes are clean?	1	Wondering how to tell if laundry is thoroughly cleaned.
Laundry	How do I operate a front-loading washing machine?	0	Understand how to use a front-loading washing machine.
Laundry	What should I do if my clothes shrink?	1	Seeking solutions for shrunken clothes but vague on causes.
Laws	What are the basic elements of criminal law?	0	Understand the fundamental components of criminal law.
Laws	Can you tell me about law?	1	Seeking general information about law without specifics.
Laws	What are the main types of laws in the United States?	0	Identify different categories of US law.
Laws	What laws exist?	1	Looking for an overview of existing laws, but not specific.
Laws	How does contract law work?	0	Understand the principles of contract law.
Laws	Can you explain laws?	1	Seeking a broad explanation of laws.
Laws	What is copyright law?	0	Find out specifics about copyright law.
Laws	What kinds of legal rules are there?	1	Seeking information about various legal rules without detail.
Laws	How is law enforced?	0	Understand the enforcement mechanisms of law.
Laws	Do laws get enforced?	1	Questioning if laws are enforced, vague on how.
Learning	What are effective techniques for learning a new language?	0	Find strategies for language acquisition.
Learning	How to learn better?	1	Seeking general advice on improving learning processes.
Learning	What are the best methods for mastering math?	0	Identify effective methods to learn mathematics.
Learning	How do I get better at studying?	1	Looking for ways to improve studying skills without specifics.
Learning	What resources help in learning programming?	0	Discover resources for learning programming.
Learning	Where can I find tutorials?	1	Seeking tutorials but not specifying the subject.
Learning	How can I improve memory for study purposes?	0	Find techniques to enhance memory for learning.
Learning	What are ways to memorize fast?	1	Seeking quick memorization methods, too vague.
Learning	What is the best way to learn history?	0	Identify effective history learning methodologies.
Learning	How do I study history better?	1	Looking for general tips on studying history.
Lighting	What are different types of lighting used in homes?	0	Know about various home lighting types.
Lighting	Can you tell me about lighting?	1	Seeking general information about lighting without specifics.
Lighting	How does natural lighting differ from artificial lighting?	0	Compare natural and artificial lighting.
Lighting	What are the main sources of lighting?	1	Want to know about lighting sources but without detail.
Lighting	What are energy-efficient lighting options?	0	Find out about eco-friendly lighting choices.
Lighting	What lighting should I use?	1	Looking for advice on lighting choices but unclear on context.
Lighting	How do I install lighting fixtures?	0	Instructions or guidance on installing lighting fixtures.
Lighting	Can I install lighting myself?	1	Questions about installing lighting but not specific on skill level.
Lighting	How is lighting designed for different rooms?	0	Understand design considerations for room lighting.
Lighting	How do rooms get lit?	1	Seeking general info on room illumination, vague about method or purpose.
Loneliness	Query about causes of loneliness.	0	Understanding reasons behind loneliness.
Loneliness	Query about loneliness.	1	Seeking general information on loneliness.
Loneliness	How to cope with loneliness?	0	Getting strategies to deal with loneliness.
Loneliness	What is loneliness?	1	Looking for a definition or general overview of loneliness.
Loneliness	How does loneliness affect health?	0	Researching health impacts related to loneliness.
Loneliness	Does loneliness impact mental health?	1	Seeking information on mental health and loneliness.
Loneliness	Ways to make friends and reduce loneliness.	0	Practical methods to overcome loneliness.
Loneliness	How can I stop feeling lonely?	1	Looking for ways to stop feeling lonely, vaguely.
Loneliness	Effects of loneliness on the body.	0	Understanding bodily effects resulting from loneliness.
Loneliness	What happens when people are lonely?	1	Seeking general information on consequences of loneliness.
Maintenance	What is routine maintenance for a car?	0	Understand standard car maintenance procedures.
Maintenance	How do I maintain my vehicle?	1	Seeking general information on vehicle maintenance but imprecise.
Maintenance	How often should equipment be serviced?	0	Find recommended service intervals for equipment.
Maintenance	When should I check my machinery?	1	Looking for timing to inspect machinery but unclear specifics.
Maintenance	What tools are needed for maintenance?	0	Identify tools required for maintenance tasks.
Maintenance	What supplies are essential?	1	General question about supplies without specifying the item.
Maintenance	How do I maintain my home heating system?	0	Instructions for home heating system upkeep.
Maintenance	What should I do about my heater?	1	Seeking advice on heating system issues but vague.
Maintenance	How do I keep appliances working well?	0	Advice on keeping appliances functional.
Maintenance	How can I make devices last longer?	1	Gather tips for prolonging device lifespan without specifics.
Markets	What are the current stock market trends?	0	Understand recent movements in the stock market.
Markets	What's happening with the market?	1	Seeking information about the market but lacks specificity.
Markets	How do currency exchange rates affect international trade?	0	Learn about the impact of currency rates on trade.
Markets	Why do markets fluctuate?	1	Looking for reasons behind market fluctuations, but vague.
Markets	What are the main sectors in the stock market?	0	Identify key sectors in the stock market.
Markets	What's included in the market?	1	Want to know what's part of the market, but unclear which market.
Markets	How do supply and demand influence markets?	0	Understand how supply and demand affect markets.
Markets	Why do prices go up and down?	1	Seeking causes of price changes without detail.
Markets	What investment strategies are popular right now?	0	Find out about trending investment strategies.
Markets	What's a good way to invest?	1	Looking for investment advice but too vague.
Medication	What is the recommended dosage of acetaminophen for children?	0	Find the correct dosage for children.
Medication	Can I take medicine with food?	1	Seeking general advice about taking medicine, but vague on specifics.
Medication	What are the side effects of ibuprofen?	0	Obtain information on side effects of a specific medication.
Medication	Are there any risks with medicine?	1	Questioning the risks of medication in general terms.
Medication	How should I store my medication?	0	Getting instructions on proper storage.
Medication	Is it safe to mix medicines?	1	Inquiry about safety of combining medications with no specifics.
Medication	What should I do if I miss a dose?	0	Looking for guidance on missed doses.
Medication	Can I skip my medication?	1	Concern about skipping doses, but not specific about medication.
Medication	How long does medicine stay in your system?	0	Find out duration of medication effects.
Medication	What is the recommended dosage for amoxicillin for adults?	0	Know the proper dosage of amoxicillin for adults.
Meditation	What are the health benefits of daily meditation?	0	Identify the health advantages of practicing meditation regularly.
Meditation	Can meditation improve focus?	0	Understand if meditation helps enhance concentration.
Meditation	How does meditation reduce stress?	0	Explore the mechanisms by which meditation alleviates stress.
Meditation	Does meditation help with anxiety?	0	Find out if meditation can reduce anxiety symptoms.
Meditation	What are different types of meditation techniques?	0	Learn about various meditation methods available.
Meditation	Can meditation be done anywhere?	1	Seeking information about the flexibility of doing meditation.
Meditation	How do I start meditating?	1	Looking for guidance on beginning meditation practice.
Meditation	What is the best time of day to meditate?	1	Questions about optimal timing for meditation sessions.
Meditation	Do I need special equipment for meditation?	1	Seeking info on any tools or accessories needed for meditation.
Meditation	How can I start meditating?	0	Guide on beginner meditation techniques.
Memories	What specific memories do you want to recall?	0	Find a particular memory to recall.
Memories	Can you tell me about memories?	1	Seeking general information about memories but not specific.
Memories	How do memories form in the brain?	0	Understand the biological process of memory formation.
Memories	What is the way memories are stored?	1	Looking for general information about memory storage without specifics.
Memories	How can I improve my memory?	0	Find strategies to enhance memory.
Memories	What techniques help with memory?	1	Seeking advice on memory improvement methods without explicit detail.
Memories	Why do we forget some memories?	0	Understand reasons behind forgetting memories.
Memories	Why do memories fade?	1	Looking for vague reasons for memory loss.
Memories	Can memories be altered or changed?	0	Explore whether and how memories can be modified.
Memories	Is it possible to change old memories?	1	Seeking information on modifying memories, but not specific.
Milestones	What are the key milestones in a project timeline?	0	Identify important project phases and deadlines.
Milestones	When do milestones typically occur in projects?	1	Seeking general timing information about milestones without specifics.
Milestones	What is the significance of project milestones?	0	Understand why milestones are important in project management.
Milestones	Why are milestones important?	1	Looking for reasons behind milestone significance without context.
Milestones	How do teams track project milestones?	0	Find methods used to monitor progress through milestones.
Milestones	How are milestones monitored?	1	Seeking vague information on monitoring progress without details.
Milestones	Can milestones be adjusted during a project?	0	Understand if and how milestones can be modified during execution.
Milestones	Are milestones flexible?	1	Looking for information on the flexibility of milestones without specifics.
Milestones	What tools are used to set milestones?	0	Identify tools or software for setting and planning milestones.
Milestones	What do you use for milestones?	1	Seeking general info about tools or methods without clarity.
Mindfulness	What are some mindfulness meditation techniques?	0	Seek specific mindfulness meditation methods.
Mindfulness	What is mindfulness?	1	Looking for general information about mindfulness.
Mindfulness	How can I practice mindfulness daily?	0	Find actionable steps for daily mindfulness practice.
Mindfulness	Can I incorporate mindfulness into my routine?	1	Need to know if and how mindfulness can be integrated into daily life.
Mindfulness	What are the benefits of mindfulness?	0	Understand the positive effects of practicing mindfulness.
Mindfulness	Does mindfulness help with stress?	1	Seeking information on whether mindfulness is effective for stress management.
Mindfulness	How does mindfulness improve mental health?	0	Find out how mindfulness impacts mental health.
Mindfulness	Will mindfulness help me feel better?	1	Looking for general guidance on mindfulness benefits without specifics.
Mindfulness	Are there different types of mindfulness practices?	0	Identify various forms of mindfulness exercises.
Mindfulness	What kinds of mindfulness are there?	1	Want to know about different mindfulness practices without details.
Motivation	Why do people lack motivation?	0	Understand causes of low motivation.
Motivation	What causes a lack of motivation?	0	Identify reasons behind decreased motivation.
Motivation	How can I increase my motivation?	0	Find ways to boost personal motivation.
Motivation	What are tips to stay motivated?	0	Discover strategies to maintain motivation.
Motivation	Why am I feeling unmotivated?	0	Explore reasons for feeling unmotivated.
Motivation	What can I do to stay motivated?	0	Obtain practical methods for staying motivated.
Motivation	How do I motivate myself?	0	Seek techniques for self-motivation.
Motivation	Why do I lose motivation easily?	0	Understand why motivation fades quickly.
Motivation	How to regain motivation after failure?	0	Strategies to recover motivation post-failure.
Motivation	What motivates people to achieve goals?	0	Acquire knowledge about sources of motivation.
Movies	What are the top-rated movies of 2022?	0	Find out which movies were highly rated in 2022.
Movies	Can you tell me about recent popular films?	1	Looking for information on popular movies, but without a specific timeframe.
Movies	"Who directed the movie ""Inception""?"	0	"Obtain the director's name for the film ""Inception""."
Movies	Who is the director of that film?	1	Seek information about the director of a certain film, but not specifying which one.
Movies	What movies are playing in theaters now?	0	Find current movies showing in theaters.
Movies	Are there any new films?	1	Want information about new films, but not specifying how recent.
Movies	"What genre of movies does the ""Marvel"" franchise produce?"	0	Identify the types of movies produced by Marvel.
Movies	What about superhero movies?	1	Seek general info on superhero movies without specifying Marvel or others.
Movies	Can you recommend good comedies to watch?	0	Receive recommendations for comedy movies.
Movies	Any fun movies?	1	Looking for entertaining movies but not specifying comedy or genre.
Music	What are the popular genres of music today?	0	Identify current popular music genres.
Music	Can you tell me about music?	1	Seek general information or opinions about music.
Music	Who composed Beethoven's Symphony No. 9?	0	Find out specific composer information.
Music	What is the best music?	1	Explore opinions or subjective ideas about the best music.
Music	How do I learn to play guitar?	0	Get specific advice or steps for learning guitar.
Music	Is there a way to play an instrument?	1	Seek information about playing instruments, but details are unclear.
Music	"What are the lyrics to ""Shape of You""?"	0	Find specific song lyrics.
Music	Can you give me song lyrics?	1	Ask for song lyrics in a vague way.
Music	What are some famous classical composers?	0	Identify notable classical music composers.
Music	Who are big music stars?	1	Seek information about popular music celebrities with vague phrasing.
Nature	What are the main types of ecosystems?	0	Identify different types of ecosystems in nature.
Nature	Can you tell me about ecosystems?	1	Seeking general information about ecosystems with vague scope.
Nature	How do forests contribute to the environment?	0	Understand the role of forests in ecosystems.
Nature	What is the importance of trees?	1	Looking for information about trees but not specifically how they contribute to the environment.
Nature	What are some endangered species?	0	Find specific examples of endangered species.
Nature	How many animals are endangered?	1	Seek information about the number of endangered animals generally.
Nature	Why is biodiversity important?	0	Understand the significance of biodiversity.
Nature	What makes nature special?	1	Ask why nature is valuable without a specific angle.
Nature	How do natural habitats function?	0	Learn about the functioning of natural habitats.
Nature	What about the habitats out there?	1	Seeking information about habitats but in a vague way.
Networking	How do I set up a Wi-Fi router at home?	0	Instructions on configuring a home Wi-Fi router.
Networking	Can you tell me about networking?	1	Seeking general information about networking without specific focus.
Networking	What are the main types of computer networks?	0	Detailed information on different types of computer networks.
Networking	What are different kinds of networks?	1	Want to know various network types but lacks specificity.
Networking	How does TCP/IP work?	0	Understanding the functioning of the TCP/IP protocol suite.
Networking	Can you explain protocols?	1	Looking for explanation about network protocols in general.
Networking	What is a subnet mask used for?	0	Details about the purpose of subnet masks in networking.
Networking	What do masks do?	1	Ambiguous question about masks in a networking context.
Networking	How can I troubleshoot network issues?	0	Methods for diagnosing and fixing network problems.
Networking	What fixes network problems?	1	Seeking ways to resolve issues but not specific about the problems.
Nutrition	What are the essential nutrients for a balanced diet?	0	Identify key nutrients needed for a healthy diet.
Nutrition	What nutrients should I eat daily?	1	Find out about daily nutrient requirements, but unclear which nutrients.
Nutrition	How many calories are in a banana?	0	Determine calorie content of a specific food item.
Nutrition	How many calories do fruits have?	1	Ask about calorie content in fruits generally, vague on specific fruit.
Nutrition	What are good sources of protein?	0	Discover foods rich in protein.
Nutrition	Where do I find protein?	1	Seek sources of protein but not specific about foods or types.
Nutrition	How does alcohol affect nutrition?	0	Understand impact of alcohol on nutritional health.
Nutrition	Does drinking alcohol influence diet?	1	Explore effects of alcohol consumption on diet, vague.
Nutrition	What is a healthy weight loss plan?	0	Look for guidance on safe weight loss strategies.
Nutrition	How can I lose weight?	1	Seeking weight loss advice but not specific about plans or methods.
Office	Where is the nearest office supply store?	0	Locate a nearby office supply retailer.
Office	Can you tell me about offices?	1	Looking for general information about offices without specifics.
Office	What are the office hours today?	0	Check the operating hours for today.
Office	Are offices open now?	1	Want to know if offices are currently open, but lacks location details.
Office	How do I organize my office space?	0	Receive tips on organizing an office.
Office	What's the best way to set up an office?	1	Inquiring about office setup methods without context.
Office	Do offices typically have cafeterias?	0	Obtain information about amenities in offices.
Office	Are there cafeterias in most offices?	1	Seeking general information about office amenities, not specific.
Office	How do office layouts vary?	0	Learn about different office layouts and designs.
Office	What is the purpose of an office?	0	Understand the primary function of an office space.
Organization	What is the purpose of organizational charts?	0	Understand the function of organizational charts.
Organization	Can you explain organizational charts?	1	Seeking general information about organizational charts without specifics.
Organization	How do organizations structure their teams?	0	Find out how teams are organized within companies.
Organization	What does organizational structure mean?	1	Want a broad understanding of organizational structure.
Organization	How are departments arranged in large companies?	0	Learn about departmental arrangements in big organizations.
Organization	Can you describe how companies set up their departments?	1	Seeking vague info on company setup without details.
Organization	What are the key components of an organization?	0	Understand the main parts that make up an organization.
Organization	How do organizations operate?	1	Looking for general info on how organizations function.
Organization	What are the different types of organizational structures?	0	Find out about various organizational structure types.
Organization	What types of structures do companies use?	1	Want vague info about company structures without specifics.
Parenting	What are effective discipline strategies for toddlers?	0	Find effective ways to discipline toddlers.
Parenting	How to handle kid's bad behavior?	1	Seeking advice on managing children's behavior, but unclear about specifics.
Parenting	What are some positive reinforcement techniques for children?	0	Explore positive reinforcement methods in parenting.
Parenting	How do I get my child to listen?	1	Looking for ways to improve child's obedience without specifics.
Parenting	What are healthy eating habits for children?	0	Understand proper nutrition habits for kids.
Parenting	How can I make my kid eat vegetables?	1	Seeking ways to encourage vegetable intake but not detailed.
Parenting	What are typical developmental milestones for a 3-year-old?	0	Identify developmental stages in 3-year-olds.
Parenting	How do I know if my kid is developing okay?	1	Looking for signs of developmental progress, unclear about specifics.
Parenting	What are best practices for bedtime routines?	0	Discover effective bedtime routines for kids.
Parenting	How do I get my child to go to sleep easier?	1	Seeking general advice on sleep routines without details.
Pets	What are the different types of common household pets?	0	Understand various species of household pets.
Pets	Can I get information about pets?	1	Seeking general information about pets without specifics.
Pets	What are the best pets for small apartments?	0	Find suitable pets for small living spaces.
Pets	Which animals are good pets?	1	Determine suitable animals for companionship without specific criteria.
Pets	How do I care for a puppy?	0	Learn puppy care instructions.
Pets	What should I know about pet care?	1	Seeking broad knowledge about caring for pets.
Pets	What is the lifespan of a cat?	0	Know the lifespan characteristic of cats.
Pets	How long do pets live?	1	Looking for general lifespan information of pets but non-specific.
Pets	What do cats eat?	0	Find out about cat dietary needs.
Pets	How to feed pets?	1	Seeking feeding tips for pets in general without specifying animal.
Photography	How do I adjust the ISO setting on my digital camera?	0	Instructions for changing ISO on a digital camera.
Photography	Can you tell me about camera settings?	1	Seeking general information about camera settings without specifics.
Photography	What is the best aperture for landscape photography?	0	Advice on optimal aperture for landscapes.
Photography	What's a good lens for taking pictures?	1	Looking for recommendations without specifying the type of photography.
Photography	How do I edit photos using Photoshop?	0	Step-by-step guide for photo editing in Photoshop.
Photography	Can I improve my pictures?	1	Seeking ways to enhance photos, but vague on methods or tools.
Photography	What are the different types of photography styles?	0	Information on various photography styles.
Photography	How do I take good photos?	1	General question about improving photography skills without specific details.
Photography	What equipment do professional photographers use?	0	Information about professional photography gear.
Photography	What gear do pros have?	1	Seeking info on high-end photography equipment without specificity.
Podcasts	What are popular podcasts for learning languages?	0	Find popular language learning podcasts.
Podcasts	Can you suggest some good podcasts?	1	Looking for general podcast recommendations without specifics.
Podcasts	How can I start a podcast about tech reviews?	0	Create a tech review podcast.
Podcasts	What equipment do I need to make podcasts?	1	Seeking information about podcast equipment but without specifics.
Podcasts	Where can I listen to health-related podcasts?	0	Find platforms hosting health podcasts.
Podcasts	Are there any podcasts about nutrition?	1	Searching for any podcasts related to nutrition, unclear if specific.
Podcasts	How do I monetize my podcasts?	0	Learn about monetization strategies for podcasts.
Podcasts	Can podcasts generate income?	1	Interested in income possibility from podcasts, vague on details.
Podcasts	What are some top science podcasts?	0	List top science podcasts.
Podcasts	Are there podcasts on science topics?	1	Seeking science podcasts without specifying which.
Politics	Who is the current president of the United States?	0	Identify the sitting president of the U.S.
Politics	Who leads the country now?	1	Ask about the current country leader, but phrase is vague.
Politics	What are the main political parties in Germany?	0	Know the primary political parties in Germany.
Politics	Which political groups exist?	1	Seek information on political groups broadly without specifying location.
Politics	How does the election process work in Canada?	0	Understand the Canadian election procedure.
Politics	What’s the voting system?	1	Ask about voting procedures generally without context.
Politics	What policies are being proposed in Congress?	0	Find out about current legislative proposals in Congress.
Politics	What bills are being discussed?	1	Seek information on legislative discussions, but vague.
Politics	Who is the opposition leader?	0	Identify the leader of the opposition in a specific country.
Politics	What about the other side?	1	Ask about opposition or alternative political views broadly.
Protection	What are the best ways to protect personal data online?	0	Seek methods to secure personal online information.
Protection	How can I stay safe?	1	Looking for ways to stay safe but not specifying what kind of safety.
Protection	What measures protect against identity theft?	0	Find strategies to prevent identity theft.
Protection	Can I prevent theft?	1	Seeking general crime prevention, unclear if about theft or other crime.
Protection	What security tools help protect my home?	0	Identify tools to enhance home security.
Protection	How do I keep my stuff safe?	1	Want general advice on safety, unclear if physical or digital.
Protection	What are the best security systems for businesses?	0	Find security solutions for business protection.
Protection	How can I secure my workplace?	1	Look for ways to enhance workplace security but vague.
Protection	What protocols ensure safety in emergencies?	0	Understand safety protocols during emergencies.
Protection	How do I stay protected during disasters?	1	Seeking safety tips during disasters but not specific about type.
Reading	What are the best techniques for speed reading?	0	Find effective methods to improve reading speed.
Reading	Can you tell me about reading?	1	Seeking general information about reading without specifics.
Reading	How can I improve my comprehension while reading?	0	Look for ways to enhance understanding of texts.
Reading	What's the deal with reading?	1	Want to know about reading but vague on what aspect.
Reading	Are there recommended books for beginner readers?	0	Find suitable books for those new to reading.
Reading	What books should I read?	1	Unclear whether seeking recommendations or criteria for choosing books.
Reading	How do I stay focused when reading?	0	Want techniques to maintain concentration during reading.
Reading	How do I concentrate?	1	Seeking tips for focus but not specifically on reading.
Reading	What are some techniques to read faster?	0	Look for strategies to increase reading speed.
Reading	How to read quickly?	1	Interested in methods to speed up reading without detail.
Recycling	What are the main methods of recycling plastic?	0	Understand specific recycling techniques for plastic.
Recycling	How can I recycle stuff?	1	Seeking general advice on recycling, but vague about materials.
Recycling	What is the recycling process for electronics?	0	Know the steps involved in electronic recycling.
Recycling	Can I recycle my electronic waste?	1	Interested in recycling electronic waste but not specific about procedures.
Recycling	Where are recycling centers located in New York?	0	Find locations of recycling centers in New York.
Recycling	How do I find places to recycle?	1	Looking for recycling centers but lack location details.
Recycling	What recyclable materials can go in a green bin?	0	Determine which items are accepted in a green recycling bin.
Recycling	What can I put in the recycling bin?	1	Seeking info on what to recycle without specifying materials.
Recycling	Why is recycling important?	0	Understand the significance of recycling.
Recycling	Does recycling matter?	1	Question the importance of recycling in a general sense.
Relationships	What are healthy boundaries in a relationship?	0	Understand how to set healthy relationship boundaries.
Relationships	How do I improve my relationship?	0	Seek ways to enhance relationship quality.
Relationships	What are the red flags in a relationship?	0	Identify warning signs of problematic relationships.
Relationships	What does a healthy relationship look like?	0	Learn characteristics of healthy partnerships.
Relationships	How can I rebuild trust after betrayal?	0	Find methods to restore trust in a relationship.
Relationships	Are all disagreements bad?	1	Question whether disagreements are always negative.
Relationships	Can relationships work if there's no communication?	1	Wonder if lack of communication can still lead to a successful relationship.
Relationships	What makes relationships last?	1	Seek reasons why some relationships endure.
Relationships	How do people stay together forever?	1	Find out about long-lasting relationships but vague about how.
Relationships	Do couples always agree on everything?	1	Question if couples need to agree on everything for success.
Remote	Tell me how to operate a remote control.	0	Understanding how to use a remote control device.
Remote	Can I use a remote for other devices?	1	Seeking information about using a remote with various devices, but the question is vague.
Remote	What types of remote controls are available?	0	Know about different categories and functions of remote controls.
Remote	Is there a universal remote?	1	Looking for a universal remote option, but not specific.
Remote	How do I program a remote?	0	Instructions on programming a remote control device.
Remote	Can I program my remote myself?	1	Interested in DIY remote programming, but the question is open-ended.
Remote	What batteries does a remote need?	0	Inquire about battery requirements for a remote.
Remote	What kind of batteries do remotes use?	1	Seeking info on batteries but without specific model details.
Remote	Why is my remote not working?	0	Troubleshooting a non-functioning remote control.
Remote	How can I fix my remote?	1	Looking for general repair tips for a remote, vague in scope.
Repairs	How do I fix a leaking faucet?	0	Commands for repairing a leaking faucet.
Repairs	Can you help me with plumbing issues?	1	Seeking assistance for plumbing repairs but vague on specifics.
Repairs	What is the best way to repair a broken window?	0	Identify the most effective repair method for a broken window.
Repairs	How can I fix my door?	1	Looking for door repair methods without details.
Repairs	What tools are needed for appliance repairs?	0	Tools required for repairing household appliances.
Repairs	Do I need special tools to fix my fridge?	1	Questions about tools for specific appliance repair, unspecified.
Repairs	How do I patch a hole in the drywall?	0	Instructions for drywall hole repairs.
